,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
208,zyblol,79139,1202.0,6196.0,3487.0,0.0,"Zhou ""Bo"" Yang-Bo  ----- #VForVictory ----- bo@surge.management","zhou ""bo"" yang-bo ----- #v for victory ----- thin@surge.management",zh-CN
209,mnxttv,78230,199.0,199.0,199.0,0.0,"""Legkomolyabb pacekba nyomja a lájvot, kedvencem.""   -G.w.M","""push the like in the most serious pace, my favorite.""-g.w.m",hu
210,razorklol,78138,1282.0,1400.0,1341.0,0.0,Professional League of Legends player for Fnatic,professional league of legends player for fnatic,en
211,flashynthen1ght,77812,229.0,758.0,506.0,0.0,"Шиленков Юрий, 29 лет, киберспортивный комментатор, телеведущий, стример. Бывший профессиональный игрок в Лигу Легенд. Flashinthenightwork@mail.ru - По рабочим предложениям","shilenkov yuri, 29 years old, e -sports commentator, tv presenter, streamer.former professional player in the legend league.flashinthenightwork@mail.ru - on working offers",ru
212,aloonea,77204,786.0,786.0,786.0,0.0,"Streameuse française née en Italie j'alterne entre le just chatting, league of legends, valorant - Email: contact@aloonea.fr","french streamer born in italy i alternate between just chatting, league of legends, valorant - email: contact@aloonea.fr",fr
213,tikyjr,76704,661.0,8567.0,2135.0,4.0,"Salut c'est Tiky, joueur de LoL en midlane !       protikyjr@gmail.com","hi it's tiky, lol player in midlane!protikyjr@gmail.com",fr
214,semdentexd,76185,473.0,473.0,473.0,0.0,"Oi, eu sou o Heitor ""Semdente"" Escabrós. Faço Lives diárias a partir das 08:00 horas. Jogo somente League of Legends","hi, i am the ""semido"" hector.i make daily lives from 08:00 hours.game only league of legends",pt
215,players_hub,76073,263.0,263.0,263.0,0.0,Offizieller Livestream von playersHUB,official livestream from playershub,de
216,sylchasie,75411,673.0,673.0,673.0,0.0,𝖍𝖞𝖘𝖙𝖊𝖗𝖎𝖆,𝖍𝖞𝖘𝖙𝖊𝖗𝖎𝖆,en
217,pierce,75268,769.0,769.0,769.0,0.0,"2011 óta Ticcsen. Közvetítek, Streamelek, meg veletek nyomom amennyit csak lehet :) Tali DC-n! discord.gg/pierce","since 2011, ticchen.i mediate, streamlines, and with you as much as possible :) on dc!discord.gg/pierce",hu
218,smurf_tv,75126,956.0,2801.0,2086.0,1.0,League of legends pro player. currently full time streamer. dmitry.smurf.tv@gmail.com,league of legends pro player. currently full time streamer. dmitry.smurf.tv@gmail.com,en
219,bet_miau,74916,413.0,413.0,413.0,0.0,"Hola, me gusta jugar al lol juego mid y adc, juego otros jueguitos tambien. Espero q disfrutes el stream, gracias por el follow","hello, i like to play the mid and adc game, play other players too.i hope you enjoy stream, thanks for the follow",es
220,nlclol,74806,1453.0,7507.0,3189.0,0.0,"The NLC, home of  League of Legends for the Nordic, UK and Irish regions, lays claim to some of the top teams in the European Regional League's. For more information visit our website and social channels below. ","the nlc, home of  league of legends for the nordic, uk and irish regions, lays claim to some of the top teams in the european regional league's. for more information visit our website and social channels below.",en
221,diamondprox_lol,74746,822.0,1041.0,937.0,0.0,Oldschool progamer,old school progamer,nl
222,kuentinlol,74609,854.0,1560.0,1163.0,0.0,,,ht
223,peyjeym,74351,304.0,839.0,586.0,0.0,,,ht
224,lckcl,73749,1692.0,7519.0,4559.0,0.0,"LCK 챌린저스 리그(LCK CL)는 LCK 프랜차이즈 10개 팀의 2군이 참가하는 정규 리그로, LCK의 미래를 책임질 e스포츠 유망주들이 출전합니다. 더 많은 정보는 LCK CL 소셜 미디어에서 확인하세요.","the lck challengers league (lck cl) is a regular league with two teams of 10 lck franchises, and esports prospects will be responsible for the future of lck.for more information, check out the lck cl social media.",ko
225,pg_esports_lol,73649,432.0,5352.0,2111.0,0.0,Solo il meglio della competizione nazionale ed internazionale presentata dal leader del settore Esport in Italia. Segui con noi i campionati più avvincenti e tifa la tua squadra preferita!,only the best of the national and international competition presented by the leader of the esport sector in italy.follow the most exciting championships with us and support your favorite team!,it
226,mountain_lol,73511,161.0,703.0,432.0,0.0,嗨我是Mountain也可以叫我山哥 老山 ~ 英雄聯盟世界賽八強前職業選手  目前是自由人  主要經營實況英雄聯盟 歡迎大家一起來看我實況哦~直播時間不固定 一般是下午到晚上,"hi i am mountain, you can also call me mountain brother laoshan ~ previous professional player in the league of legends world championships is currently the main business of liberty. welcome to see me to see me. the live broadcast time is generally from the afternoon to the evening",zh-TW
227,ziv_lol,72121,685.0,965.0,846.0,0.0,大家好我叫Ziv，是前英雄聯盟職業選手及教練，目前休息開實況中，商案合作請洽：a29538149@gmail.com,"hello everyone, my name is ziv. i am a former league of legends professional players and coaches. at present, the business case is closed. please contact the business case: a29538149@gmail.com",zh-TW
228,breeze0920,70687,227.0,1318.0,911.0,0.0,Hello guys! I am Breeze微風  main ad 曾經是一位英雄聯盟職業選手，現在是一位全職實況主也是一位熱愛手遊的玩家，有任何關於AD的問題都可以詢問我! 喜歡我的朋友們可以追隨一下~  工商合作接洽請用電郵【迴聲娛樂】agent@echoent.com.tw,"hello guys! i am breeze breeze main ad was once a league of legends professional player. now he is a full -time live actor and a player who loves mobile games. you can ask me if you have any questions about ad! friends who like me like me!you can follow ~ if you contact business cooperation, please use email [echo entertainment] agent@echoent.com.tw",zh-TW
229,rjsqn1109,69853,1167.0,2810.0,2073.0,0.0,,,ht
230,mahriaa,69345,1852.0,2430.0,2141.0,1.0,"¡Hola! Bienvenidx a mi canal ^-^. Aquí jugamos a League Of Legends, hablamos sobre muchos temas interesantes (generalmente sobre psicología) y de vez en cuando os canto un poquito 🌸 ","hello!welcome to my channel ^- ^.here we play league of legends, we talk about many interesting topics (usually about psychology) and from time to time i sing a little 🌸",es
231,melon_lol,69213,332.0,332.0,332.0,0.0,"Yo les amis, retour du stream quotidien, à des horaires allant de 19h à 2h en général ! Je vous invite à suivre ma page twitter et surtout mon discord si vous souhaitez rater le moins de live possible ! Merci du passage :D","yo friends, return from daily stream, to schedules ranging from 7 p.m. to 2 a.m. in general!i invite you to follow my twitter page and especially my discord if you want to miss as little live possible!thank you for the passage: d",fr
232,veggano,69081,27.0,27.0,27.0,0.0,(+18) ***Lives todos os dias***,(+18) *** lives every day ***,pt
233,jimelol1,68503,820.0,13296.0,4436.0,0.0,jogo lol e é isso,lol game and that's it,pt
234,gokucp,67804,473.0,745.0,600.0,0.0,Ex jogador profissional de League. Contato : gokucplol@gmail.com,former professional league player.contact: gokucplan@gmail.com,pt
235,montecristo,67586,809.0,809.0,809.0,0.0,,,ht
236,comp_lol,67196,731.0,1624.0,1240.0,0.0,•Professional LoL Player• 21yo 🇬🇷,•professional lol player• 21yo 🇬🇷,en
237,mapletom,66838,639.0,1657.0,1213.0,0.0,TSM Maple,tsm maple,en
238,silerr8,65130,132.0,132.0,132.0,0.0,MID EUW ,one euw,so
239,godeto,64823,498.0,545.0,518.0,0.0,Creador de contenido para @HawksLatam. Contacto: godetoprime@gmail.com,content creator for @hawkslatam.contact: godetoprime@gmail.com,es
240,th_evi_lol,63448,1324.0,5480.0,3021.0,0.0,I'm professional LoL player TH Evi team @TeamHereticsTwitterhttps://twitter.com/ebihuryahuryaLoLのrank配信配信とかをしてます　https://twitter.com/ebihuryahurya top lane challenger,i'm professional lol player thevi team @teamheretixstwitterhttps: //twitter.com/ebihuryohuryalol rank distribution distribution https://twitter.com/ebihur/ebihur yahurya top lane challenger,ja
241,carioklol,63400,493.0,493.0,493.0,0.0,,,ht
242,arrowioi,63267,144.0,144.0,144.0,0.0,Hi ! I am adc Arrow ! 원딜 애로우 입니다 ! ,hi!i am adc arrow!this is one deal!,ko
243,nnoprime,63188,1849.0,25569.0,13709.0,0.0,Offizieller Account des #Primeleague 1st. DIV Teams #NNO🖤🤍Business Anfragen: partner@noneedorga.gg,official account of the #primeleague 1st.div teams #nno🖤🤍business inquire: partner@noneedorga.gg,de
244,ericatlol,63127,496.0,1354.0,816.0,0.0,Assisto League of Legends e outras coisas. As vezes eu até jogo também. Contato: eric@maisesports.com.br ,i watch league of legends and other things.sometimes i even play too.contact: eric@maisesports.com.br,pt
245,radpuppy,62876,186.0,186.0,186.0,0.0,i miss my wife and kids,i miss my wife and kids,en
246,polsatgames2,62719,1210.0,2153.0,1542.0,0.0,I wiesz co jest grane.,and you know what's going on.,pl
247,lvpcl,62680,698.0,5871.0,3242.0,0.0,Lo mejor de League of Legends en Chile está aquí. Apoya a tu equipo favorito en el camino al campeonato y comparte con todos la #LHBurgerKing🏆🍔,the best of league of legends in chile is here.support your favorite team on the way to the championship and share with all the #lhburgerking🏆🍔,es
248,tirano,62510,492.0,492.0,492.0,0.0,STRAMER MONO TRYNDAMERE CHALLENGER DESDE A SEASON 3contato: tirano@nave.agency,stramer mono tryndamere challenger desde a season 3contato: tirano@nave.agency,en
249,i0ki,62130,1574.0,1574.0,1574.0,0.0,ioki   ||   Grandmaster Tier   || Greatest Support Alive,ioki   ||   grandmaster tier   || greatest support alive,en
250,gamersloungegr,62046,834.0,2497.0,1806.0,0.0,Το πρωτοποριακό στούντιο για το ελληνικό gaming και τα esports. Εδώ θα βλέπετε το επίσημο ελληνικό πρωτάθλημα LoL: Greek Legends League,the innovative studio for greek gaming and esports.here you will see the official greek league lol: greek legends league,el
251,joaos92,61905,552.0,874.0,689.0,0.0,"O mais antigo streamer de League of Legends em Portugal. Com um peak de Grand Master Tier em soloqueue, esta stream é focada em ensinar o jogo no mais alto nível!","league of legends's oldest streamer in portugal.with a grand master tier peak on soloqueue, this stream is focused on teaching the game at the highest level!",pt
252,champi14,61362,549.0,3043.0,1216.0,1.0,"Color caster de League of Legends en LVP, diamante hardstuck y fan de la LPL","color caster de league of legends en lvp, diamante hardstuck y fan de la lpl",en
253,meduardinha,61216,251.0,251.0,251.0,0.0,"✨ OIEEEE EU SOU A MEDU! nessa live tem bastante LOL, muito café e falação de abobrinha UH BELEZAAAA 🙌","✨ oieeee i am a lady!in this live there is plenty of lol, a lot of coffee and zucchini spoke uh beautyaaa 🙌",pt
254,vizicsacsi,60931,1287.0,1287.0,1287.0,0.0,"Hungarian top laner for BIG. For updates follow these pages:www.facebook.com/vizicsacsi, www.twitter.com/Vizicsacsi, and www.instagram.com/vizicsacsi","hungarian top laner for big. for updates follow these pages:www.facebook.com/vizicsacsi, www.twitter.com/vizicsacsi, and www.instagram.com/vizicsacsi",en
255,leondaihyou,60842,449.0,2030.0,937.0,0.0,RUSTを8000時間プレイして頭がおかしくなった男 Dの一族,the clan of a man d who played rust for 8000 hours and went crazy,ja
256,riste,60391,107.0,107.0,107.0,0.0,Demacia Baby~,demacia baby~,en
257,azzapp,60148,112.0,112.0,112.0,0.0,"Hello , my name is Azer Dugalić and I am Challenger mid laner from Bosnia and Herzegovina.","hello , my name is azer dugalić and i am challenger mid laner from bosnia and herzegovina.",en
258,grevtharlol,60063,1029.0,1029.0,1029.0,0.0,"Salve familia, Grev aqui! Sou jogador profissional de League of Legends e faço streams principalmente jogando, mas sempre trocando uma ideia com vocês também. Me sigam nas redes sociais pra ficar sempre ligado nas novidades! ","save family, gree here!i am a professional player of league of legends and do streams mainly playing, but always exchanging an idea with you too.follow me on social networks to always be connected to the news!",pt
259,se1ya,59930,397.0,856.0,618.0,0.0,,,ht
260,dahvys,59882,451.0,451.0,451.0,0.0,Spanish Challenger Jungler,spanish challenger jungler,en
261,canoskixd,59206,43.0,43.0,43.0,0.0,iletişim: cnyuksel07@hotmail.com,contact: cnyuksel07@hotmail.com,tr
262,dimill,59140,453.0,923.0,658.0,0.0,Лысый символ Лиги Легенд! Всем Привет,the bald symbol of the legend league!hi all,ru
263,dunlol,58109,706.0,883.0,794.0,0.0,,,ht
264,tanukininja,57659,498.0,2077.0,1043.0,0.0,忍者でござるぞ  ,,
265,i'm a ninja,ja,,,,,,,
266,rexpeitaovovo,57520,37.0,37.0,37.0,0.0,"E ai pessoal, é um prazer poder me divertir com todos. Tenho 53 anos e já sou vovô, tenho 4 netos e por este motivo o nick,  REXPEITA O VOVÔ. Estou um  pouco velho, mas se a mulekada não jogar direito eu carrego o Game. Brincadeira pessoal, a ideia aqui é só diversão. Valeu mulekada!!!","so guys, it is a pleasure to be able to have fun with everyone.i'm 53 years old and i'm already a grandpa, i have 4 grandchildren and for this reason nick, i re -regish grandpa.i'm a little old, but if the mulekada doesn't play properly i carry the game.personal joke, the idea here is just fun.thanks mulekada !!!",pt
267,kaseko,57039,753.0,2379.0,1473.0,0.0,lulu,lulu,en
268,rememberthebeat,56399,301.0,301.0,301.0,0.0,HIGH ELO,high elo,en
269,jackspektra,56133,786.0,1178.0,1002.0,0.0,im a pro League of Legends gamer ^_^ for business enquiries: ahilleas@azyt.com,im a pro league of legends gamer ^_^ for business enquiries: ahilleas@azyt.com,en
270,tsblackii,55636,831.0,1137.0,999.0,0.0,"Eune: Max rank:Chall 700+lpEuw : Max rank -Season 3 -Diamond 1 70+,                            -Season 10: Challenger 650+lp","eune: max rank:chall 700+lpeuw : max rank -season 3 -diamond 1 70+,                            -season 10: challenger 650+lp",en
271,arcsecond,55171,98.0,98.0,98.0,0.0,"Hi, I like to play games competitively:) Ex Pro League player, 2x Rank 1, 10x Challenger, Challenger TFT, Legends Hearthstone, and Diamond SC2","hi, i like to play games competitively:) ex pro league player, 2x rank 1, 10x challenger, challenger tft, legends hearthstone, and diamond sc2",en
272,roroowtv,54695,682.0,1053.0,867.0,0.0,,,ht
273,zongoled0z0,54309,524.0,1929.0,1093.0,0.0,"Je suis capable du meilleur, comme du pire, mais c'est dans le pire, que je suis le meilleur.  - prozongo@gmail.com","i am capable of the best, like the worst, but it is in the worst, that i am the best.- prozongo@gmail.com",fr
274,mori09tv,53818,380.0,586.0,468.0,0.0,"Ich bin Mori, offizieller deutscher League of Legends Kommentator (Caster) für die LEC und Prime League. Früher habe ich StarCraft II gecastet.Außerdem habe ich ein Kochbuch und Koche auf Youtube und Twitch.","i am mori, official german league of legend's commentator (caster) for the lec and prime league.i used to cast starcraft ii. i also have a cookbook and cook on youtube and twitch.",de
275,heyst1000,53639,35.0,35.0,35.0,0.0,KR C1 PYKE 파이크 1위 헤이스트입니다! 매일밤 9시~ 4시간내외로 방송!휴방공지는 유튜브 고정댓글 확인해주세요!,kr c1 pyke pike is the no. 1 hayst!broadcasting around 9 pm to 4 hours every night!,ko
276,rengarsitoo,52581,868.0,1095.0,981.0,0.0,:),:),en
277,fixlol1,52505,418.0,418.0,418.0,0.0,Business Inquiries: fixlolstream@gmail.com,business inquiries: fixlolstream@gmail.com,en
278,alstlr0215,52309,816.0,816.0,816.0,0.0,원딜프로지망생,one deal pro ji -ji,ko
279,zod0416,52220,842.0,3084.0,1860.0,1.0,英雄聯盟賽評Z口D，X發電站當家打野3244，目前為Talon簽約實況主，有賽事播報、工作邀約請來信至：ej.tsai@talonesports.com,"league of legends comment z, speed d, x -ray 3244 at the x power power station, currently signed a live owner for talon.",zh-TW
280,gaethaaan,51908,395.0,1536.0,816.0,0.0,Streamer Challenger et Joueur Pro Toplane LFT‎ Email pro : contact@donbaron.fr,streamer challenger and player pro toplane lft email pro: contact@donbaron.fr,fr
281,manatylol,51059,341.0,542.0,452.0,0.0,"Ouai ouai ouai ancien jungler Solary puis LDLC et JL et maintenant pour SPROUT . J'ai 21 ans, si t'aimes du gameplay full tryhard dans le top ladder t'es sur le bon stream bg !","yeah yeah yeah old jungler solary then ldlc and jl and now for sprout.i am 21 years old, if you like the full tryhard gameplay in the top ladder you are on the good stream bg!",fr
282,tadai_mahiro,50467,1152.0,1152.0,1152.0,0.0,唯井まひろです！League of Legendsがすきです！気軽に配信に遊びにきてくださいっㅤㅤ我是唯井真尋！歡迎來看我遊玩 League of Legend 吧🐊♡ ,this is mahiro yui!i like league of legends!please feel free to come to play.歡 歡 歡 我 我 我 我 我 我 我 我 我 我 我 吧 吧 吧,ja
283,ian91twitch,50444,90.0,90.0,90.0,0.0,The unseen blade is the deadliest,the unseen blade is the deadliest,en
284,trundletop1,49285,261.0,526.0,422.0,0.0,The grind is real I will try to get better. Can ask me anything I will answer to best of knowledge after game RIGHT AWAY. Trundle and Olaf top are really fun and simple to climb with. If you need in depth help join the Discord I always answer. Ascend your mind!,the grind is real i will try to get better. can ask me anything i will answer to best of knowledge after game right away. trundle and olaf top are really fun and simple to climb with. if you need in depth help join the discord i always answer. ascend your mind!,en
285,pazpeaceful,49076,996.0,996.0,996.0,0.0,Parcerias: channelcontatos@gmail.com,partnerships: channelcontatos@gmail.com,pt
286,dom1nant1337,48944,661.0,1241.0,926.0,0.0,For Business Inquiries: dom1zao.business@gmail.com - Gaming God,for business inquiries: dom1zao.business@gmail.com - gaming god,en
287,vento_ventania,48812,144.0,144.0,144.0,0.0,uma pessoa bacana,a nice person,pt
288,zz5152zz,48213,11.0,73.0,42.0,0.0,방송시간은 2시나~3시에 켜서 8시간이상할게요!,the broadcast time will turn on at 2 o'clock ~ 3 o'clock and i'll do it for more than 8 hours!,ko
289,manndyl,48191,82.0,82.0,82.0,0.0,Oieee,oeeee,haw
290,rangerzx,47940,179.0,179.0,179.0,0.0,hi ,hi,en
291,kobe,47838,1397.0,2205.0,1811.0,0.0,"Former CLG jungler, WCG Gold medalist for NA and current LCS shoutcaster. Support each other ❤️","former clg jungler, wcg gold medalist for na and current lcs shoutcaster. support each other ❤️",en
292,augustuwu,46985,454.0,600.0,527.0,0.0,"Lead Champion Designer for League of Legends - Neon and Zeri! - Also worked on Jinx, Vi, Ekko, Jhin, Senna, Viego, Gnar, Bel'Veth and Kayle + TFT set 1 champs. ","lead champion designer for league of legends - neon and zeri! - also worked on jinx, vi, ekko, jhin, senna, viego, gnar, bel'veth and kayle + tft set 1 champs.",en
293,tactical,46807,362.0,362.0,362.0,0.0,,,ht
294,lol_croc,46611,1201.0,1201.0,1201.0,0.0, korean JG for LOUDgg,korean jg for loudgg,en
295,rakshana,46380,89.0,89.0,89.0,0.0, hi I'm raks ^^ welcome to the channel! 🌿🌱,hi i'm raks ^^ welcome to the channel! 🌿🌱,en
296,mediccasts,46277,1214.0,1682.0,1448.0,0.0,Freelance caster and all around amazing guy really.,freelance caster and all around amazing guy really.,en
297,lvpmexlol,46254,747.0,2773.0,1803.0,0.0,"¡League of Legends para todo latinoamérica norte y los demás tambien los quiero ver aqui!. Andamos en: https://ddh.lvp.global/mx/            Tenemos a los mejores equipos de LoL latinoamérica norte, dije norte, no me vengan enojados con los del sur plzLos quiero mucho - atte: El becario","league of legends for all of latin america and others also want to see them here!we walk at: https://ddh.lvp.global/mx/ we have the best teams in lol latin america north, i said north, do not come angry with those in the south plzlos i love very much - atte: the fellow",es
298,lathyrustv,46139,162.0,761.0,458.0,0.0,"Hello! Im Lathyrus Bard one trick and challenger in League of legends, i strive to have fun and have a welcoming community for all! For inquiries: lathyrustv@moreyellow.com","hello! im lathyrus bard one trick and challenger in league of legends, i strive to have fun and have a welcoming community for all! for inquiries: lathyrustv@moreyellow.com",en
299,esport2tv,45449,869.0,2377.0,1355.0,0.0,"Az esport1.hu Magyarország piacvezető e-sport média vállata a 2017-es alapítása óta. Videojáték hírek, e-sport bajnokságok, iparági innovációk? Nálunk mindent megtalálsz!","esport1.hu hungary's market-leading e-sports media shoulder since its foundation in 2017.video game news, e-sports championships, industry innovations?you can find everything with us!",hu
300,adreplays,45419,30.0,30.0,30.0,0.0," Hola soy Adre, Caster y creador de contenido en internet y donde me dejan. Si te gustan los videojuegos y tienes inquietudes, este es tú lugar en Twitch. ¡Bienvenido! No olvides seguirme en mis otras plataformas sociales... ","hi, i'm adre, casteter and creator of content on the internet and where they leave me.if you like video games and you have concerns, this is your place on twitch.welcome!don't forget to follow me on my other social platforms ...",es
301,datturaz,44954,555.0,1888.0,930.0,0.0,"ADC For Team RAAD ,Ex Challenger EUW Riot Partner Analyst At IAC , Content Creator Influencer For The MENA region.","adc for team raad ,ex challenger euw riot partner analyst at iac , content creator influencer for the mena region.",en
302,mariome,44940,126.0,641.0,374.0,1.0,expro de Lolsito y ahora creador de contenido para Rainbow7.,expro de lolsito and now content creator for rainbow7.,es
303,sipofcola_tv,44927,1073.0,1073.0,1073.0,0.0,Hello there :),hello there :),en
304,tvaztecaesports,44825,558.0,1174.0,926.0,0.0,"Impulsores de los deportes electrónicos. Amantes de los videojuegos y creadores de contenido. ¡Somos la mejor comunidad, únete y toma el control! ","electronic sports drivers.video game lovers and content creators.we are the best community, join and take control!",es
305,jokerwashere69,44015,498.0,850.0,700.0,0.0,No hay chance mannnn,no hay chance mannnn,en
306,mezora13,44003,10.0,15.0,12.0,0.0,"Streamer appassionata al variety, amante dell'arte, musica e della natura.                                                             Ha iniziato a streammare perchè sapeva già qual era il suo posto. Ama intrattenere e passare tutti i giorni assieme al suo pubblico!","streamer passionate about variety, lover of art, music and nature.he started streaming because he already knew what his place was.he loves to entertain and spend every day with his audience!",it
307,matosai,43822,66.0,66.0,66.0,0.0,FAZ O X,do the x,pt
308,llder,43787,220.0,220.0,220.0,0.0,,,ht
309,sktt1fan_,43746,705.0,1794.0,1059.0,0.0,비공식 티원 관전방입니다. Unofficial T1 Spectating.,it is an unofficial t -one.unofficial t1 spectating.,ko
310,grekko_,43649,1010.0,1338.0,1174.0,0.0,,,ht
311,chiehhh0528,43587,269.0,269.0,269.0,0.0,喜歡的東西有70個一個是你剩下的是69(⁎⁍̴̛ᴗ⁍̴̛⁎)【合作商案請來信電子郵件】chiehhh870528@gmail.com,there are 70 things you like. one is 69 (⁎⁍̴̛ᴗ⁍̴̛⁎) [⁎⁍̴̛ᴗ⁍̴̛⁎) [⁎⁍̴̛ᴗ⁍̴̛⁎) [case of the partner case invited to the letter email] chiehhh870528@gmail.com,zh-TW
312,nlmiso04,43583,208.0,737.0,401.0,0.0,문의는 nlmiso95@naver.com 로 부탁드립니다.,please contact nlmiso95@naver.com.,ko
313,az17,43502,108.0,108.0,108.0,0.0,,,ht
314,catziilla,43191,72.0,72.0,72.0,0.0,I go from 0-100 REAL quick. ,i go from 0-100 real quick.,en
315,mercyplaystw,42545,405.0,405.0,405.0,0.0,EL MEJOR CANAL DE LEAGUE OF LEGENDS DEL UNIVERSO. Al chile no... pero está buenardo,the best league of legends channel in the universe.no chile ... but it's good,es
316,dreamerzlel,42395,977.0,2657.0,1551.0,2.0,"Content Creator , League of Legends Partner, Riot Games influencer and more. For business inquiries : abramidrmz@gmail.com","content creator , league of legends partner, riot games influencer and more. for business inquiries : abramidrmz@gmail.com",en
317,lco,41984,2678.0,5966.0,4397.0,0.0,"The official Twitch account for the League of Legends Circuit Oceania - the premier League of Legends competition in the Oceanic region. Watch the Split 1, 2023 Playoffs from Monday the 13th of March until Thursday the 16th of March! Games are live from 6PM AEDT!","the official twitch account for the league of legends circuit oceania - the premier league of legends competition in the oceanic region. watch the split 1, 2023 playoffs from monday the 13th of march until thursday the 16th of march! games are live from 6pm aedt!",en
318,minishcap1,41802,657.0,657.0,657.0,0.0,Multi-season Challenger Singed One-Trick! - Business: minishcaptwitch@gmail.com ,multi-season challenger singed one-trick! - business: minishcaptwitch@gmail.com,en
319,nagisatty,41543,843.0,843.0,843.0,0.0,LOLやVALORANTや雑談をするっちよ～,"let's chat with lol, valorant ~",ja
320,halpern,41511,357.0,1336.0,779.0,0.0,,,ht
321,sondergaardlol,41283,910.0,1657.0,1186.0,1.0,Danish Challenger Midlaner - League of Legends // Business Inquiries - twitchsondergaardlol@gmail.com,danish challenger midlaner - league of legends // business inquiries - twitchsondergaardlol@gmail.com,en
322,counter6tv,41111,240.0,240.0,240.0,0.0,La rata. Counter@diveesports.com ,at the rate.counter@divesports.com,ro
323,nic0le,40392,480.0,480.0,480.0,0.0,"Pure talent in human form, providing y'all w/ *FREE ENTERTAINMENT*","pure talent in human form, providing y'all w/ *free entertainment*",en
324,autolykuslol,39835,371.0,371.0,371.0,0.0,Challenger S6-S11/13. Peaked rank 1 Season 9. TWITCH RIVALS CHAMPION! STEEL BODY AND MENTAL! #1 SETT GOD! Sett sett Settrigh,challenger s6-s11/13. peaked rank 1 season 9. twitch rivals champion! steel body and mental! #1 sett god! sett sett settrigh,en
325,flashshad0w,39826,129.0,165.0,147.0,0.0,"Salut ! Si tu fais des clips, alors je t'aime bien","hi !if you do clips, then i love you",fr
326,destiny7698,39820,12.0,98.0,55.0,0.0,쓰레쉬 장인 챌린저 서포터 데스티니 입니다.,thresh artisan challenger supporter destiny.,ko
327,asa0921,39529,380.0,646.0,538.0,0.0,,,ht
328,kaori_bsp,39447,1335.0,1335.0,1335.0,0.0,"I'm Kaori Horiuchi.  I'm a member of a Japanese idol group, Bakusute Sotokanda Icchome.","i'm kaori horiuchi.i'm a member of a japanese idol group, bakuse sotokanda icchome.",ilo
329,scripter1v9,39371,469.0,754.0,643.0,0.0,Streaming for fun while tryharding in the best game ever league of legends XDXDXDXD For business inquiries contact: 1v9businessman@gmail.com,streaming for fun while tryharding in the best game ever league of legends xdxdxdxd for business inquiries contact: 1v9businessman@gmail.com,en
330,mfreak00,38739,534.0,2326.0,1145.0,0.0,Analista español de League of Legends | Spanish analyst of League of Legends,analista español de league of legends | spanish analyst of league of legends,en
331,warangelus,38667,57.0,57.0,57.0,0.0,En busca de la felicidad,looking for happiness,es
332,jlmowraa,38327,2953.0,2953.0,2953.0,0.0,dans mes rêves y a au moins 15 traîtres qui brûlent à plusieurs dans l'grenier,in my dreams there have at least 15 traitors who burn several in the attic,fr
333,kayle_1v9,38234,182.0,182.0,182.0,0.0,"Hey I'm Lucas and I play mostly League, I'm known for being pretty much the only mentall ill person to play Kayle in high elo lol. I'm usually super friendly, i tend to tilt sometimes after losing a few games in a row, but overall I'm funny (true) and I hope you will a good time here in my stream :)","hey i'm lucas and i play mostly league, i'm known for being pretty much the only mentall ill person to play kayle in high elo lol. i'm usually super friendly, i tend to tilt sometimes after losing a few games in a row, but overall i'm funny (true) and i hope you will a good time here in my stream :)",en
334,fairygirl,38221,315.0,315.0,315.0,0.0,meow,meow,en
335,teshrak,37602,579.0,2457.0,979.0,0.0,"Comentarista de League of Legends haciendo contenido sobre el juego como esport, o eso intento, suelo terminar contestando más al chat que haciendo caso a las partidas. También juego a varias cosas diferentes de vez en cuando.","league of legends commentator making content about the game as esport, or that i try, i usually finish answering the chat more than paying attention to the games.i also play several different things from time to time.",es
336,sparapaw,37239,202.0,888.0,657.0,0.0,"Se cerchi un canale originale,diverso e ricco di intrattenimento, ma soprattutto di grandi risate, questo è il canale giusto! Unisciti alla mia community per passare del tempo in compagnia senza mai annoiarti. Ogni giorno ti aspetto per chiacchiere, allenamento e gameplay strampalati! ","if you are looking for an original channel, different and full of entertainment, but above all of great laughter, this is the right channel!join my community to spend time in company without ever getting bored.every day i wait for you for chatter, training and stratumous gameplay!",it
337,abugullo,37021,510.0,1111.0,759.0,0.0,Salam Aleykum 😎,salam aleykum 😎,ar
338,vvarion,36335,81.0,81.0,81.0,0.0,vvarionlol@gmail.com,vvarionlol@gmail.com,en
339,los_luna,36262,126.0,126.0,126.0,0.0,✨ Digital influencer e streamer da @losgrandes.gg 🧡🖤,✨ digital influencer e streamer da @losgrandes.gg 🧡🖤,en
340,exakick,36154,826.0,1229.0,1027.0,0.0,"Yo c'est Exakick, 19 ans ADC Challenger Français pour SK Gaming en LEC","yo it's exakick, 19 years old french challenger for ska gaming in lec",fr
341,qwermiguel,35945,19.0,19.0,19.0,0.0,- Main Tanque de corazón 💪.,- main heart tank 💪.,es
342,veronikavolt,35847,562.0,1321.0,852.0,4.0,"Oi eu sou a veronika, vvk, mama entre outros. Faço live (quase) todos os dias aqui na twitch com conteúdo mais focado em jogos como valorant, lol, outros fps e jogos de campanha. Seja bem vindo ao canal vey","hi i am veronika, vvk, breast among others.i do live (almost) every day here on twitch with content more focused on games like valorant, lol, other fps and campaign games.welcome to the vey channel",pt
